4295052747 177 4 0
4295052748 1221 0 100
4295052760 26855 0 100
4295052772 27766 0 100
4295052784 1630 0 0
4295052796 0 0 0
4295052808 0 0 0
4295052820 0 0 0
4295052832 0 0 0
4295052844 0 0 0
4295052856 0 0 0
4295052868 0 0 0
4295052880 0 0 0
4295052892 0 0 0
4295052904 0 0 0
4295052916 0 0 0
4295052928 0 0 0
4295052940 0 0 0
4295052952 0 0 0
4295052964 0 0 0
4295052976 0 0 0
4295052988 0 0 0
4295053000 0 0 0
4295053012 9417 0 25
4295053024 3270 0 16
4295053036 29261 0 100
4295053048 5000 0 8
4295053060 0 0 0
4295053072 0 0 0
4295053084 0 0 0
4295053096 0 0 0
4295053108 0 0 0
4295053120 0 0 0
4295053132 0 0 0
4295053144 0 0 0
4295053156 0 0 0
4295053168 0 0 0
4295053180 0 0 0
4295053192 0 0 0
4295053204 0 0 0
4295053216 0 0 0
4295053228 0 0 0
4295053240 0 0 0
4295053252 0 0 0
4295053264 5867 0 25
4295053276 3206 0 8
4295053288 106 0 8
4295053300 29468 0 100
4295053312 1305 0 0
4295053324 0 0 0
4295053336 0 0 0
4295053348 0 0 0
4295053360 0 0 0
4295053372 0 0 0
4295053384 0 0 0
4295053396 0 0 0
4295053408 0 0 0
4295053420 0 0 0
4295053432 0 0 0
4295053444 0 0 0
4295053456 0 0 0
4295053468 0 0 0
4295053480 0 0 0
4295053492 0 0 0
4295053504 0 0 0
4295053516 1690 0 8
4295053528 7045 0 16
4295053540 0 0 0
4295053552 3416 0 16
4295053564 22073 0 66
4295053576 0 0 0
4295053588 0 0 0
4295053600 0 0 0
4295053612 0 0 0
4295053624 0 0 0
4295053636 0 0 0
4295053648 0 0 0
4295053660 0 0 0
4295053672 0 0 0
4295053684 0 0 0
4295053696 0 0 0
4295053708 0 0 0
4295053720 0 0 0
4295053732 0 0 0
4295053744 0 0 0
4295053756 0 0 0
4295053768 0 0 0
4295053780 8442 0 33
4295053792 0 0 0
4295053804 0 0 0
4295053816 13844 0 50
4295053828 7450 0 25
4295053840 0 0 0
4295053852 0 0 0
4295053864 0 0 0
4295053876 0 0 0
4295053888 0 0 0
4295053900 0 0 0
4295053912 0 0 0
4295053924 0 0 0
4295053936 0 0 0
4295053948 0 0 0
4295053960 0 0 0
4295053972 0 0 0
4295053984 0 0 0
4295053996 0 0 0
4295054008 0 0 0
4295054020 0 0 0
4295054032 8092 0 25
4295054044 0 0 0
4295054056 0 0 0
4295054068 0 0 0
4295054080 17574 0 58
4295054092 0 0 0
4295054104 0 0 0
4295054116 0 0 0
4295054128 0 0 0
