4295994040 183 0 0
4295994041 787 0 100
4295994053 23926 0 108
4295994065 25878 0 100
4295994077 27454 0 100
4295994089 25871 0 83
4295994101 0 0 0
4295994113 0 0 0
4295994125 0 0 0
4295994137 0 0 0
4295994149 0 0 0
4295994161 0 0 0
4295994173 0 0 0
4295994185 0 0 0
4295994197 0 0 0
4295994209 0 0 0
4295994221 0 0 0
4295994233 0 0 0
4295994245 0 0 0
4295994257 0 0 0
4295994269 0 0 0
4295994281 0 0 0
4295994293 0 0 0
4295994305 0 0 0
4295994317 0 0 0
4295994329 0 0 0
4295994341 18063 0 75
4295994353 29388 0 100
4295994365 29584 0 100
4295994377 4629 0 16
4295994389 0 0 0
4295994401 0 0 0
4295994413 0 0 0
4295994425 0 0 0
4295994437 0 0 0
4295994449 0 0 0
4295994461 0 0 0
4295994473 0 0 0
4295994485 0 0 0
4295994497 0 0 0
4295994509 0 0 0
4295994521 0 0 0
4295994533 0 0 0
4295994545 0 0 0
4295994557 0 0 0
4295994569 0 0 0
4295994581 0 0 0
4295994593 0 0 0
4295994605 0 0 0
4295994617 15703 0 66
4295994629 30263 0 100
4295994641 20551 0 66
4295994653 0 0 0
4295994665 0 0 0
4295994677 0 0 0
4295994689 0 0 0
4295994701 0 0 0
4295994713 0 0 0
4295994725 0 0 0
4295994737 0 0 0
4295994749 0 0 0
4295994761 0 0 0
4295994773 0 0 0
4295994785 0 0 0
4295994797 0 0 0
4295994809 0 0 0
4295994821 0 0 0
4295994833 0 0 0
4295994845 0 0 0
4295994857 0 0 0
4295994869 5055 0 16
4295994881 5055 0 16
4295994893 24536 0 100
4295994905 20959 0 75
4295994917 0 0 0
4295994929 0 0 0
4295994941 0 0 0
4295994953 0 0 0
4295994965 0 0 0
4295994977 0 0 0
4295994989 0 0 0
4295995001 0 0 0
4295995013 0 0 0
4295995025 0 0 0
4295995037 0 0 0
4295995049 0 0 0
4295995061 0 0 0
4295995073 0 0 0
4295995085 0 0 0
4295995097 0 0 0
4295995109 0 0 0
4295995121 4100 0 16
4295995133 4100 0 16
4295995145 6855 0 33
4295995157 20553 0 75
4295995169 8553 12 33
4295995181 84 15 0
4295995193 878 87 16
4295995205 0 0 0
4295995217 0 0 0
4295995229 0 0 0
4295995241 0 0 0
4295995253 0 0 0
4295995265 0 0 0
4295995277 0 0 0
4295995289 0 0 0
4295995301 0 0 0
4295995313 0 0 0
4295995325 0 0 0
4295995337 0 0 0
4295995349 0 0 0
4295995361 0 0 0
4295995373 3185 310 8
4295995385 4047 105 16
4295995398 3784 278 23
4295995409 1644 147 9
