4295689609 190 0 0
4295689610 518 0 100
4295689622 22713 0 100
4295689634 24626 0 100
4295689646 1822 0 0
4295689658 0 0 0
4295689670 0 0 0
4295689682 0 0 0
4295689694 0 0 0
4295689706 0 0 0
4295689718 0 0 0
4295689730 0 0 0
4295689742 0 0 0
4295689754 0 0 0
4295689766 0 0 0
4295689778 0 0 0
4295689790 0 0 0
4295689802 0 0 0
4295689814 0 0 0
4295689826 0 0 0
4295689838 0 0 0
4295689850 0 0 0
4295689862 0 0 0
4295689874 2017 0 8
4295689886 2199 0 16
4295689898 25616 0 100
4295689910 9716 0 33
4295689922 0 0 0
4295689934 0 0 0
4295689946 0 0 0
4295689958 0 0 0
4295689970 0 0 0
4295689982 0 0 0
4295689994 0 0 0
4295690006 0 0 0
4295690018 0 0 0
4295690030 0 0 0
4295690042 0 0 0
4295690054 0 0 0
4295690066 0 0 0
4295690078 0 0 0
4295690090 0 0 0
4295690102 0 0 0
4295690114 0 0 0
4295690126 1944 0 8
4295690138 0 0 0
4295690150 0 0 0
4295690162 21575 0 83
4295690174 9304 0 33
4295690186 0 0 0
4295690198 0 0 0
4295690210 0 0 0
4295690222 0 0 0
4295690234 0 0 0
4295690246 0 0 0
4295690258 0 0 0
4295690270 0 0 0
4295690282 0 0 0
4295690294 0 0 0
4295690306 0 0 0
4295690318 0 0 0
4295690330 0 0 0
4295690342 0 0 0
4295690354 0 0 0
4295690366 698 0 8
4295690378 1244 0 0
4295690390 0 0 0
4295690402 0 0 0
4295690414 0 0 0
4295690426 22409 0 83
4295690438 3080 0 8
4295690450 0 0 0
4295690462 0 0 0
4295690474 0 0 0
4295690486 0 0 0
4295690498 0 0 0
4295690510 0 0 0
4295690522 0 0 0
4295690534 0 0 0
4295690546 0 0 0
4295690558 0 0 0
4295690570 0 0 0
4295690582 0 0 0
4295690594 0 0 0
4295690606 0 0 0
4295690618 1951 0 8
4295690630 0 0 0
4295690642 0 0 0
4295690654 0 0 0
4295690666 0 0 0
4295690678 1287 0 8
4295690690 20007 0 75
4295690702 0 0 0
4295690714 0 0 0
4295690726 0 0 0
4295690738 0 0 0
4295690750 0 0 0
4295690762 0 0 0
4295690774 0 0 0
4295690786 0 0 0
4295690798 0 0 0
4295690810 0 0 0
4295690822 0 0 0
4295690834 0 0 0
4295690846 0 0 0
4295690858 0 0 0
4295690870 1933 0 8
4295690882 0 0 0
4295690894 0 0 0
4295690906 0 0 0
4295690918 0 0 0
4295690930 0 0 0
4295690942 9199 0 41
4295690954 8375 0 25
4295690966 0 0 0
4295690978 0 0 0
4295690990 0 0 0
4295691002 0 0 0
4295691014 0 0 0
4295691026 0 0 0
4295691038 0 0 0
4295691050 0 0 0
4295691062 0 0 0
4295691074 0 0 0
4295691086 0 0 0
4295691098 0 0 0
4295691110 0 0 0
4295691122 1864 0 8
4295691134 0 0 0
4295691146 0 0 0
4295691158 0 0 0
4295691170 0 0 0
4295691182 0 0 0
4295691194 0 0 0
4295691206 14392 0 58
4295691218 0 0 0
4295691230 0 0 0
4295691242 0 0 0
4295691254 0 0 0
4295691266 0 0 0
4295691278 0 0 0
4295691290 0 0 0
4295691302 0 0 0
4295691314 0 0 0
4295691326 0 0 0
4295691338 0 0 0
4295691350 0 0 0
4295691362 0 0 0
4295691374 1849 0 8
4295691386 0 0 0
4295691398 0 0 0
4295691410 0 0 0
4295691422 0 0 0
4295691434 0 0 0
4295691446 0 0 0
4295691458 10084 0 41
4295691470 1849 0 0
4295691482 0 0 0
4295691494 0 0 0
4295691506 0 0 0
4295691518 0 0 0
4295691530 0 0 0
4295691542 0 0 0
4295691554 0 0 0
4295691566 0 0 0
4295691578 0 0 0
4295691590 0 0 0
4295691602 0 0 0
4295691614 0 0 0
4295691626 1850 0 8
4295691638 0 0 0
4295691650 0 0 0
4295691662 0 0 0
4295691674 0 0 0
4295691686 0 0 0
4295691698 0 0 0
4295691710 2306 0 16
4295691722 7638 0 25
4295691734 0 0 0
4295691746 0 0 0
4295691758 0 0 0
4295691770 0 0 0
4295691782 0 0 0
4295691794 0 0 0
4295691806 0 0 0
4295691818 0 0 0
4295691830 0 0 0
4295691842 0 0 0
4295691854 0 0 0
4295691866 0 0 0
4295691878 1851 0 8
4295691890 0 0 0
4295691902 0 0 0
4295691914 0 0 0
4295691926 0 0 0
4295691938 0 0 0
4295691950 0 0 0
4295691962 0 0 0
4295691974 8112 0 41
4295691986 0 0 0
4295691998 0 0 0
4295692010 0 0 0
4295692022 0 0 0
4295692034 0 0 0
4295692046 0 0 0
4295692058 0 0 0
4295692070 0 0 0
4295692082 0 0 0
4295692094 0 0 0
4295692106 0 0 0
4295692118 0 0 0
4295692130 1782 0 0
4295692142 0 0 0
4295692154 0 0 0
4295692166 0 0 0
4295692178 0 0 0
4295692190 0 0 0
4295692202 0 0 0
4295692214 0 0 0
4295692226 6686 0 33
4295692238 0 0 0
4295692250 0 0 0
4295692262 0 0 0
4295692274 0 0 0
4295692286 0 0 0
4295692298 0 0 0
4295692310 0 0 0
4295692322 0 0 0
4295692334 0 0 0
4295692346 0 0 0
4295692358 0 0 0
4295692370 0 0 0
4295692382 1822 0 8
4295692394 0 0 0
4295692406 0 0 0
4295692418 0 0 0
4295692430 0 0 0
4295692442 0 0 0
4295692454 0 0 0
4295692466 0 0 0
4295692478 5524 0 33
4295692490 0 0 0
4295692502 0 0 0
4295692514 0 0 0
4295692526 0 0 0
4295692538 0 0 0
4295692550 0 0 0
4295692562 0 0 0
4295692574 0 0 0
4295692586 0 0 0
4295692598 0 0 0
4295692610 0 0 0
4295692622 0 0 0
4295692634 1759 0 8
4295692646 0 0 0
4295692658 0 0 0
4295692670 0 0 0
4295692682 0 0 0
4295692694 0 0 0
4295692706 0 0 0
4295692718 0 0 0
4295692730 4633 0 25
4295692742 0 0 0
4295692754 0 0 0
4295692766 0 0 0
4295692778 0 0 0
4295692790 0 0 0
4295692802 0 0 0
4295692814 0 0 0
4295692826 0 0 0
4295692838 0 0 0
4295692850 0 0 0
4295692862 0 0 0
4295692874 0 0 0
4295692886 1723 0 8
4295692898 0 0 0
4295692910 0 0 0
4295692922 0 0 0
4295692934 0 0 0
4295692946 0 0 0
4295692958 0 0 0
4295692970 0 0 0
4295692982 3272 0 25
4295692994 551 0 0
4295693006 0 0 0
4295693018 0 0 0
4295693030 0 0 0
4295693042 0 0 0
4295693054 0 0 0
4295693066 0 0 0
4295693078 0 0 0
4295693090 0 0 0
4295693102 0 0 0
4295693114 0 0 0
4295693126 708 0 8
4295693138 1033 0 0
4295693150 0 0 0
4295693162 0 0 0
4295693174 0 0 0
4295693186 0 0 0
4295693198 0 0 0
4295693210 0 0 0
4295693222 0 0 0
4295693234 1663 0 16
4295693246 1395 0 8
4295693258 0 0 0
4295693270 0 0 0
4295693282 0 0 0
4295693294 0 0 0
4295693306 0 0 0
4295693318 0 0 0
4295693330 0 0 0
4295693342 0 0 0
4295693354 0 0 0
4295693366 0 0 0
4295693378 1745 0 8
4295693390 0 0 0
4295693402 0 0 0
4295693414 0 0 0
4295693426 0 0 0
4295693438 0 0 0
4295693450 0 0 0
4295693462 0 0 0
4295693474 0 0 0
4295693486 598 0 8
4295693498 1990 0 16
4295693510 0 0 0
4295693522 0 0 0
4295693534 0 0 0
4295693546 0 0 0
4295693558 0 0 0
4295693570 0 0 0
4295693582 0 0 0
4295693594 0 0 0
4295693606 0 0 0
4295693618 0 0 0
4295693630 1710 0 8
4295693642 0 0 0
4295693654 0 0 0
4295693666 0 0 0
4295693678 0 0 0
4295693690 0 0 0
4295693702 0 0 0
4295693714 0 0 0
4295693726 0 0 0
4295693738 0 0 0
4295693750 2097 0 16
4295693762 0 0 0
4295693774 0 0 0
4295693786 0 0 0
4295693798 0 0 0
4295693810 0 0 0
4295693822 0 0 0
4295693834 0 0 0
4295693846 0 0 0
4295693858 0 0 0
4295693870 0 0 0
4295693882 1852 0 8
4295693894 0 0 0
4295693906 0 0 0
4295693918 0 0 0
4295693930 0 0 0
4295693942 0 0 0
4295693954 0 0 0
4295693966 0 0 0
4295693978 0 0 0
4295693990 0 0 0
4295694002 1714 0 16
4295694014 0 0 0
4295694026 0 0 0
4295694038 0 0 0
4295694050 0 0 0
4295694062 0 0 0
4295694074 0 0 0
4295694086 0 0 0
4295694098 0 0 0
4295694110 0 0 0
4295694122 0 0 0
4295694134 1674 0 8
4295694146 0 0 0
4295694158 0 0 0
4295694170 0 0 0
4295694182 0 0 0
4295694194 0 0 0
4295694206 0 0 0
4295694218 0 0 0
4295694230 0 0 0
4295694242 0 0 0
4295694254 1438 0 16
4295694266 0 0 0
4295694278 0 0 0
4295694290 0 0 0
4295694302 0 0 0
4295694314 0 0 0
4295694326 0 0 0
4295694338 0 0 0
4295694350 0 0 0
4295694362 0 0 0
4295694374 0 0 0
4295694386 1601 0 8
4295694398 0 0 0
4295694410 0 0 0
4295694422 0 0 0
4295694434 0 0 0
4295694446 0 0 0
4295694458 0 0 0
4295694470 0 0 0
4295694482 0 0 0
4295694494 0 0 0
4295694506 1151 0 16
4295694518 0 0 0
4295694530 0 0 0
4295694542 0 0 0
4295694554 0 0 0
4295694566 0 0 0
4295694578 0 0 0
4295694590 0 0 0
4295694602 0 0 0
4295694614 0 0 0
4295694626 0 0 0
read 420 profiled data
